barnes04_063|to the question why he, so and so, Ivan, Peter, Nicholas, whilst recognizing as binding upon him the Christian law which not only forbids the killing of one's neighbor,|to the question why he, so and so, Ivan, Peter, Nicholas, whilst recognizing as binding upon him the Christian law which not only forbids the killing of one's neighbor,
barnes04_064|but demands that one should love him, serve him,|but demands that one should love him, serve him,
barnes04_065|hy he permits himself to participate in war; that is in violence, loot, murder,|hy he permits himself to participate in war; that is in violence, loot, murder,
barnes04_066|will infallibly answer the same thing,|will infallibly answer the same thing,
barnes04_067|that he is thus acting in the name of his fatherland, or faith, or oath, or honor, or civilization, or the future welfare of the whole of mankind,|that he is thus acting in the name of his fatherland, or faith, or oath, or honor, or civilization, or the future welfare of the whole of mankind,
barnes04_068|in general, of something abstract and indefinite.|in general, of something abstract and indefinite.
barnes04_069|Moreover, these men are always so urgently occupied either by preparation for war, or by its organization, or discussions about it,|Moreover, these men are always so urgently occupied either by preparation for war, or by its organization, or discussions about it,
barnes04_070|that in their leisure time they can only rest from their labors,|that in their leisure time they can only rest from their labors,
barnes04_071|and have not time to occupy themselves with discussions about their life,|and have not time to occupy themselves with discussions about their life,
barnes04_072|regarding such discussions as idle.|regarding such discussions as idle.
barnes05_001|Men of our Christian world and of our time,|Men of our Christian world and of our time,
barnes05_002|are like a man who, having missed the right turning,|are like a man who, having missed the right turning,
barnes05_003|the further he goes the more he becomes convinced he is going the wrong way.|the further he goes the more he becomes convinced he is going the wrong way.
barnes05_004|Yet the greater his doubts, the quicker and the more desperately does he hurry on, consoling himself with the thought that he will arrive somewhere.|Yet the greater his doubts, the quicker and the more desperately does he hurry on, consoling himself with the thought that he will arrive somewhere.
barnes05_005|But the time comes when it becomes quite clear,|But the time comes when it becomes quite clear,
barnes05_006|that the way along which he is going will lead to nothing but a precipice,|that the way along which he is going will lead to nothing but a precipice,
barnes05_007|which he is already beginning to discern before him.|which he is already beginning to discern before him.
barnes05_008|In such a position stands the Christian humanity of our time.|In such a position stands the Christian humanity of our time.
barnes05_009|It is perfectly evident that, if we continue to live as we are now living,|It is perfectly evident that, if we continue to live as we are now living,
barnes05_010|guided in our private lives, as well as in the life of separate States, by the sole desire of welfare for ourselves and for our State,|guided in our private lives, as well as in the life of separate States, by the sole desire of welfare for ourselves and for our State,
barnes05_011|and will, as we do now, think to ensure this welfare by violence,|and will, as we do now, think to ensure this welfare by violence,
barnes05_012|then, inevitably increasing the means of violence of one against the other and of State against State,|then, inevitably increasing the means of violence of one against the other and of State against State,
barnes05_013|we shall, first,|we shall, first,
barnes05_014|keep subjecting ourselves more and more, transferring the major portion of our productiveness to armaments;|keep subjecting ourselves more and more, transferring the major portion of our productiveness to armaments;
barnes05_015|and, secondly,|and, secondly,
barnes05_016|by killing in mutual wars the best physically developed men, we must become more and more degenerate and morally depraved.|by killing in mutual wars the best physically developed men, we must become more and more degenerate and morally depraved.
barnes05_017|That this will be the case if we do not alter our life is as certain as it is mathematically certain that two non-parallel straight lines must meet.|That this will be the case if we do not alter our life is as certain as it is mathematically certain that two non-parallel straight lines must meet.
barnes05_018|But not only is this theoretically certain in our time;|But not only is this theoretically certain in our time;
barnes05_019|it is becoming certain not only to thought, but also to the consciousness.|it is becoming certain not only to thought, but also to the consciousness.
barnes05_020|The precipice which we approach is already becoming apparent to us,|The precipice which we approach is already becoming apparent to us,
barnes05_021|and the most simple, non-philosophizing, and uneducated men cannot but see that, by arming ourselves more and more against each other and slaughtering each other in war,|and the most simple, non-philosophizing, and uneducated men cannot but see that, by arming ourselves more and more against each other and slaughtering each other in war,
barnes05_022|we, like spiders in a jar,|we, like spiders in a jar,
barnes05_023|can come to nothing else but the destruction of each other.|can come to nothing else but the destruction of each other.
barnes05_024|A sincere, serious, rational man,|A sincere, serious, rational man,
barnes05_025|can no longer console himself by the thought that matters can be mended,|can no longer console himself by the thought that matters can be mended,
barnes05_026|as was formerly supposed, by a universal empire such as that of Rome or of Charles the Great, or Napoleon,|as was formerly supposed, by a universal empire such as that of Rome or of Charles the Great, or Napoleon,
barnes05_027|or by the medieval spiritual power of the Pope,|or by the medieval spiritual power of the Pope,
barnes05_028|or by Holy Alliances,|or by Holy Alliances,
barnes05_029|by the political balance of the European Concert,|by the political balance of the European Concert,
barnes05_030|and by peaceful international tribunals,|and by peaceful international tribunals,
barnes05_031|or, as some have thought, by the increase of military strength and the newly discovered powerful weapons of destruction.|or, as some have thought, by the increase of military strength and the newly discovered powerful weapons of destruction.
barnes05_032|It is impossible to organize a universal empire or republic, consisting of European States,|It is impossible to organize a universal empire or republic, consisting of European States,
barnes05_033|as different nationalities will never desire to unite into one State.|as different nationalities will never desire to unite into one State.
barnes05_034|To organize international tribunals for the solution of international disputes?|To organize international tribunals for the solution of international disputes?
barnes05_035|But who will impose obedience to the decision of the tribunal upon a contending party who has an organized army of millions of men?|But who will impose obedience to the decision of the tribunal upon a contending party who has an organized army of millions of men?
barnes05_036|To disarm?|To disarm?
barnes05_037|No one desires it or will begin it.|No one desires it or will begin it.
barnes05_038|To invent yet more dreadful means of destruction,|To invent yet more dreadful means of destruction,
barnes05_039|balloons with bombs filled with suffocating gases,|balloons with bombs filled with suffocating gases,
barnes05_040|shells, which men will shower upon each other from above?|shells, which men will shower upon each other from above?
barnes05_041|Whatever may be invented, all States will furnish themselves with similar weapons of destruction.|Whatever may be invented, all States will furnish themselves with similar weapons of destruction.
barnes05_042|And cannon's flesh,|And cannon's flesh,
barnes05_043|as after cold weapons it submitted to bullets,|as after cold weapons it submitted to bullets,
barnes05_044|and meekly exposed itself to shells, bombs, far-reaching guns, mitrailleuses, mines, so it will also submit to bombs charged with suffocating gases scattered down upon it from balloons.|and meekly exposed itself to shells, bombs, far-reaching guns, mitrailleuses, mines, so it will also submit to bombs charged with suffocating gases scattered down upon it from balloons.
barnes05_045|Nothing shows more evidently than the speeches of M. Muravieff and Professor Martens about the Japanese war not contradicting The Hague Peace Conference,|Nothing shows more evidently than the speeches of M. Muravieff and Professor Martens about the Japanese war not contradicting The Hague Peace Conference,
barnes05_046|nothing shows more obviously than these speeches,|nothing shows more obviously than these speeches,
barnes05_047|to what an extent,|to what an extent,
barnes05_048|amongst the men of our time, the means for the transmission of thought - speech - is distorted,|amongst the men of our time, the means for the transmission of thought - speech - is distorted,
barnes05_049|and how the capacity for clear, rational thinking is completely lost.|and how the capacity for clear, rational thinking is completely lost.
barnes05_050|Thought and speech are used for the purpose, not of serving as a guide for human activity,|Thought and speech are used for the purpose, not of serving as a guide for human activity,
barnes05_051|but of justifying any activity, however criminal it may be.|but of justifying any activity, however criminal it may be.
barnes05_052|The late Boer war and the present Japanese war,|The late Boer war and the present Japanese war,
barnes05_053|which can at any moment pass into a universal slaughter,|which can at any moment pass into a universal slaughter,
barnes05_054|have proved this beyond all doubt.|have proved this beyond all doubt.
barnes05_055|All anti-military discussions can as little contribute to the cessation of war,|All anti-military discussions can as little contribute to the cessation of war,
barnes05_056|as the most eloquent and persuasive considerations addressed to fighting dogs,|as the most eloquent and persuasive considerations addressed to fighting dogs,
barnes05_057|as to its being more advantageous to divide the piece of meat over which they are struggling,|as to its being more advantageous to divide the piece of meat over which they are struggling,
barnes05_058|than to mutilate each other and lose the piece of meat,|than to mutilate each other and lose the piece of meat,
barnes05_059|which will be carried away by some passing dog not joining in the fight.|which will be carried away by some passing dog not joining in the fight.
barnes05_060|We are dashing on toward the precipice, cannot stop,|We are dashing on toward the precipice, cannot stop,
barnes05_061|and we are approaching its edge.|and we are approaching its edge.
barnes05_062|For every rational man who reflects upon the position in which humanity is now placed,|For every rational man who reflects upon the position in which humanity is now placed,
barnes05_063|and upon that which it is inevitably approaching,|and upon that which it is inevitably approaching,
barnes05_064|it cannot but be obvious that there is no practical issue out of this position,|it cannot but be obvious that there is no practical issue out of this position,
barnes05_065|that one cannot devise any combination or organization,|that one cannot devise any combination or organization,
barnes05_066|which would save us from the destruction towards which we are inevitably rushing.|which would save us from the destruction towards which we are inevitably rushing.
barnes05_067|Not to mention the economical problems which become more and more complex,|Not to mention the economical problems which become more and more complex,
barnes05_068|those mutual relations between the States arming themselves against each other and at any moment ready to break out into wars clearly point to the certain destruction toward which all so-called civilized humanity is being carried.|those mutual relations between the States arming themselves against each other and at any moment ready to break out into wars clearly point to the certain destruction toward which all so-called civilized humanity is being carried.
barnes05_069|Then what is to be done?|Then what is to be done?
barnes06_001|Two thousand years ago,|Two thousand years ago,
barnes06_002|John the Baptist and then Jesus said to men:|John the Baptist and then Jesus said to men:
barnes06_003|The time is fulfilled,|The time is fulfilled,
barnes06_004|and the Kingdom of God is at hand;|and the Kingdom of God is at hand;
barnes06_006|bethink yourselves and believe in the Gospel,|bethink yourselves and believe in the Gospel,
barnes06_008|and if you do not bethink yourselves you will all perish,|and if you do not bethink yourselves you will all perish,
barnes06_010|But men did not listen to them,|But men did not listen to them,
barnes06_011|and the destruction they foretold is already near at hand.|and the destruction they foretold is already near at hand.
barnes06_012|And we men of our time cannot but see it.|And we men of our time cannot but see it.
barnes06_013|We are already perishing,|We are already perishing,
barnes06_014|and, therefore, we cannot leave unheeded that - old in time, but for us new - means of salvation.|and, therefore, we cannot leave unheeded that - old in time, but for us new - means of salvation.
barnes06_015|We cannot but see that, besides all the other calamities which flow from our bad and irrational life,|We cannot but see that, besides all the other calamities which flow from our bad and irrational life,
barnes06_016|military preparations alone and the wars inevitably growing from them must infallibly destroy us.|military preparations alone and the wars inevitably growing from them must infallibly destroy us.
barnes06_017|We cannot but see that all the means of escape invented by men from these evils are found and must be found to be ineffectual,|We cannot but see that all the means of escape invented by men from these evils are found and must be found to be ineffectual,
barnes06_018|and that the disastrous position of the nations arming themselves against each other cannot but go on advancing continually.|and that the disastrous position of the nations arming themselves against each other cannot but go on advancing continually.
barnes06_019|And therefore the words of Jesus refer to us and our time more than to any time or to any one.|And therefore the words of Jesus refer to us and our time more than to any time or to any one.
barnes06_020|Jesus said, "Bethink yourselves",|Jesus said, "Bethink yourselves",
barnes06_021|that is,|that is,
barnes06_022|Let every man interrupt the work he has begun and ask himself: Who am I? From whence have I appeared, and in what consists my destiny?|Let every man interrupt the work he has begun and ask himself: Who am I? From whence have I appeared, and in what consists my destiny?
barnes06_023|And having answered these questions, according to the answer decide whether that which thou doest is in conformity with thy destiny.|And having answered these questions, according to the answer decide whether that which thou doest is in conformity with thy destiny.
barnes06_024|And every man of our world and time, that is, being acquainted with the essence of the Christian teaching,|And every man of our world and time, that is, being acquainted with the essence of the Christian teaching,
barnes06_025|needs only for a minute to interrupt his activity,|needs only for a minute to interrupt his activity,
barnes06_026|to forget the capacity in which he is regarded by men,|to forget the capacity in which he is regarded by men,
barnes06_027|be it of Emperor, soldier, minister, or journalist,|be it of Emperor, soldier, minister, or journalist,
barnes06_028|and seriously ask himself who he is and what is his destiny,|and seriously ask himself who he is and what is his destiny,
barnes06_029|in order to begin to doubt the utility, lawfulness, and reasonableness of his actions.|in order to begin to doubt the utility, lawfulness, and reasonableness of his actions.
barnes06_030|Before I am Emperor, soldier, minister, or journalist,|Before I am Emperor, soldier, minister, or journalist,
barnes06_031|must say to himself every man of our time and of the Christian world,|must say to himself every man of our time and of the Christian world,
barnes06_032|before any of these, I am a man,|before any of these, I am a man,
barnes06_033|that is an organic being sent by the Higher Will into a universe infinite in time and space,|that is an organic being sent by the Higher Will into a universe infinite in time and space,
barnes06_034|in order,|in order,
barnes06_035|after staying in it for an instant, to die,|after staying in it for an instant, to die,
barnes06_036|that is todisappear from it.|that is todisappear from it.
barnes06_037|And, therefore, all those personal, social, and even universal human aims which I may place before myself and which are placed before me by men,|And, therefore, all those personal, social, and even universal human aims which I may place before myself and which are placed before me by men,
barnes06_038|are all insignificant,|are all insignificant,
barnes06_039|owing to the shortness of my life as well as to the infiniteness of the life of the universe,|owing to the shortness of my life as well as to the infiniteness of the life of the universe,
barnes06_040|and should be subordinated to that higher aim for the attainment of which I am sent into the world.|and should be subordinated to that higher aim for the attainment of which I am sent into the world.
barnes06_041|This ultimate aim,|This ultimate aim,
barnes06_042|owing to my limitations, is inaccessible to me,|owing to my limitations, is inaccessible to me,
barnes06_043|but it does exist (as there must be a purpose in all that exists),|but it does exist (as there must be a purpose in all that exists),
barnes06_044|and my business is that of being its instrument,|and my business is that of being its instrument,
barnes06_045|that is my destiny, my vocation, is that of being a workman of God,|that is my destiny, my vocation, is that of being a workman of God,
barnes06_046|of fulfilling His work.|of fulfilling His work.
barnes06_047|And having understood this destiny,|And having understood this destiny,
barnes06_048|every man of our world and time, from Emperor to soldier,|every man of our world and time, from Emperor to soldier,
barnes06_049|cannot but regard differently those duties which he has taken upon himself|cannot but regard differently those duties which he has taken upon himself
barnes06_050|or other men have imposed upon him.|or other men have imposed upon him.
barnes06_051|Before I was crowned, recognized as Emperor,|Before I was crowned, recognized as Emperor,
barnes06_052|must the Emperor say to himself:|must the Emperor say to himself:
barnes06_053|before I undertook to fulfil the duties of the head of the State,|before I undertook to fulfil the duties of the head of the State,
barnes06_054|I, by the very fact that I live,|I, by the very fact that I live,
barnes06_055|have promised to fulfil that which is demanded of me by the Higher Will that sent me into life.|have promised to fulfil that which is demanded of me by the Higher Will that sent me into life.
barnes06_056|These demands I not only know,|These demands I not only know,
barnes06_057|but feel in my heart.|but feel in my heart.
barnes06_058|They consist,|They consist,
barnes06_059|as it is expressed in the Christian law,|as it is expressed in the Christian law,
barnes06_060|which I profess, in that I should submit to the will of God, and fulfil that which it requires of me,|which I profess, in that I should submit to the will of God, and fulfil that which it requires of me,
barnes06_061|that I should love my neighbor,|that I should love my neighbor,
barnes06_062|serve him,|serve him,
barnes06_063|and act towards him as I would wish others to act towards me.|and act towards him as I would wish others to act towards me.
barnes06_064|Am I doing this?|Am I doing this?
barnes06_065|ruling men, prescribing violence, executions,|ruling men, prescribing violence, executions,
barnes06_066|and, the most dreadful of all, - wars.|and, the most dreadful of all, - wars.
barnes06_067|Men tell me that I ought to do this.|Men tell me that I ought to do this.
barnes06_068|But God says that I ought to do something quite different.|But God says that I ought to do something quite different.
barnes06_069|And, therefore, however much I may be told that, as the head of the State, I must direct acts of violence, the levying of taxes, executions and, above all, war,|And, therefore, however much I may be told that, as the head of the State, I must direct acts of violence, the levying of taxes, executions and, above all, war,
barnes06_070|that is, the slaughter of one's neighbor,|that is, the slaughter of one's neighbor,
barnes06_071|I do not wish to and cannot do these things.|I do not wish to and cannot do these things.
barnes06_072|So must say to himself the soldier, who is taught that he must kill men,|So must say to himself the soldier, who is taught that he must kill men,
barnes06_073|and the minister,|and the minister,
barnes06_074|who deemed it his duty to prepare for war,|who deemed it his duty to prepare for war,
barnes06_075|and the journalist who incited to war,|and the journalist who incited to war,
barnes06_076|and every man, who puts to himself the question, Who is he, what is his destination in life?|and every man, who puts to himself the question, Who is he, what is his destination in life?
barnes06_077|And the moment the head of the State will cease to direct war, the soldier to fight, the minister to prepare means for war, the journalist to incite thereto,|And the moment the head of the State will cease to direct war, the soldier to fight, the minister to prepare means for war, the journalist to incite thereto,
barnes06_078|then, without any new institutions, adaptations, balance of power, tribunals,|then, without any new institutions, adaptations, balance of power, tribunals,
barnes06_079|there will of itself be destroyed that hopeless position in which men have placed themselves,|there will of itself be destroyed that hopeless position in which men have placed themselves,
barnes06_080|not only in relation to war,|not only in relation to war,
barnes06_081|but also to all other calamities which they themselves inflict upon themselves.|but also to all other calamities which they themselves inflict upon themselves.
barnes06_082|So that, however strange this may appear,|So that, however strange this may appear,
barnes06_083|the most effective and certain deliverance of men,|the most effective and certain deliverance of men,
barnes06_084|from all the calamities which they inflict upon themselves and from the most dreadful of all - war - is attainable,|from all the calamities which they inflict upon themselves and from the most dreadful of all - war - is attainable,
barnes06_085|not by any external general measures,|not by any external general measures,
barnes06_086|but merely by that simple appeal to the consciousness of each separate man,|but merely by that simple appeal to the consciousness of each separate man,
barnes06_087|which, nineteen hundred years ago, was proposed by Jesus,|which, nineteen hundred years ago, was proposed by Jesus,
barnes06_088|that every man bethink himself, and ask himself, who is he, why he lives, and what he should and should not do.|that every man bethink himself, and ask himself, who is he, why he lives, and what he should and should not do.
barnes07_001|The evil from which men of our time are suffering,|The evil from which men of our time are suffering,
barnes07_002|is produced by the fact that the majority live without that which alone affords a rational guidance for human activity,|is produced by the fact that the majority live without that which alone affords a rational guidance for human activity,
barnes07_003|without religion;|without religion;
barnes07_004|not that religion which consists in belief in dogmas,|not that religion which consists in belief in dogmas,
barnes07_005|in the fulfilment of rites which afford a pleasant diversion, consolation, stimulant,|in the fulfilment of rites which afford a pleasant diversion, consolation, stimulant,
barnes07_006|but that religion which establishes the relation of man to the All,|but that religion which establishes the relation of man to the All,
barnes07_007|to God,|to God,
barnes07_008|and, therefore, gives a general higher direction to all human activity,|and, therefore, gives a general higher direction to all human activity,
barnes07_009|and without which people stand on the plane of animals and even lower than they.|and without which people stand on the plane of animals and even lower than they.
barnes07_010|This evil which is leading men to inevitable destruction,|This evil which is leading men to inevitable destruction,
barnes07_011|has manifested itself with special power in our time, because, having lost all rational guidance in life,|has manifested itself with special power in our time, because, having lost all rational guidance in life,
barnes07_012|and having directed all efforts to discoveries and improvements principally in the sphere of technical knowledge,|and having directed all efforts to discoveries and improvements principally in the sphere of technical knowledge,
barnes07_013|men of our time have developed in themselves enormous power over the forces of nature;|men of our time have developed in themselves enormous power over the forces of nature;
barnes07_014|but, not having any guidance for the rational adaptation of this power,|but, not having any guidance for the rational adaptation of this power,
barnes07_015|they naturally have used it for the satisfaction of their lowest and most animal propensities.|they naturally have used it for the satisfaction of their lowest and most animal propensities.
barnes07_016|Bereft of religion,|Bereft of religion,
barnes07_017|men possessing enormous power over the forces of nature,|men possessing enormous power over the forces of nature,
barnes07_018|are like children to whom powder or explosive gas has been given as a plaything.|are like children to whom powder or explosive gas has been given as a plaything.
barnes07_019|Considering this power which men of our time possess, and the way they use it,|Considering this power which men of our time possess, and the way they use it,
barnes07_020|one feels that considering the degree of their moral development men have no right,|one feels that considering the degree of their moral development men have no right,
barnes07_021|not only to the use of railways, steam, electricity, telephones, photography, wireless telegraphs,|not only to the use of railways, steam, electricity, telephones, photography, wireless telegraphs,
barnes07_022|but even to the simple art of manufacturing iron and steel,|but even to the simple art of manufacturing iron and steel,
barnes07_023|as all these improvements and arts they use only for the satisfaction of their lusts, for amusement, dissipation,|as all these improvements and arts they use only for the satisfaction of their lusts, for amusement, dissipation,
barnes07_024|and the destruction of each other.|and the destruction of each other.
barnes07_025|Then, what is to be done?|Then, what is to be done?
barnes07_026|To reject all these improvements of life, all this power acquired by humanity,|To reject all these improvements of life, all this power acquired by humanity,
barnes07_027|to forget that which it has learnt?|to forget that which it has learnt?
barnes07_028|This is impossible,|This is impossible,
barnes07_029|however perniciously these mental acquisitions are used;|however perniciously these mental acquisitions are used;
barnes07_030|they still are acquisitions, and men cannot forget them.|they still are acquisitions, and men cannot forget them.
barnes07_031|To alter those combinations of nations which have been formed during centuries,|To alter those combinations of nations which have been formed during centuries,
barnes07_032|and to establish new ones?|and to establish new ones?
barnes07_033|To invent such new institutions as would hinder the minority from deceiving and exploiting the majority?|To invent such new institutions as would hinder the minority from deceiving and exploiting the majority?
barnes07_034|To disseminate knowledge?|To disseminate knowledge?
barnes07_035|All this has been tried, and is being done with great fervor.|All this has been tried, and is being done with great fervor.
barnes07_036|All these imaginary methods of improvement,|All these imaginary methods of improvement,
barnes07_037|represent the chief methods of self-oblivion,|represent the chief methods of self-oblivion,
barnes07_038|and of diverting one's attention from the consciousness of inevitable perdition.|and of diverting one's attention from the consciousness of inevitable perdition.
barnes07_039|The boundaries of States are changed, institutions are altered, knowledge is disseminated;|The boundaries of States are changed, institutions are altered, knowledge is disseminated;
barnes07_040|but within other boundaries, with other organizations, with increased knowledge, men remain the same beasts,|but within other boundaries, with other organizations, with increased knowledge, men remain the same beasts,
barnes07_041|ready any minute to tear each other to pieces,|ready any minute to tear each other to pieces,
barnes07_042|or the same slaves they have always been, and always will be,|or the same slaves they have always been, and always will be,
barnes07_043|while they continue to be guided, not by religious consciousness,|while they continue to be guided, not by religious consciousness,
barnes07_044|but by passions, theories, and external influences.|but by passions, theories, and external influences.
barnes07_045|Man has no choice;|Man has no choice;
barnes07_046|he must be the slave of the most unscrupulous and insolent amongst slaves,|he must be the slave of the most unscrupulous and insolent amongst slaves,
barnes07_047|or else the servant of God,|or else the servant of God,
barnes07_048|because for man there is only one way of being free,|because for man there is only one way of being free,
barnes07_049|by uniting his will with the will of God.|by uniting his will with the will of God.
barnes07_050|People bereft of religion,|People bereft of religion,
barnes07_051|some repudiating religion itself,|some repudiating religion itself,
barnes07_052|others recognizing as religion those external, monstrous forms which have superseded it,|others recognizing as religion those external, monstrous forms which have superseded it,
barnes07_053|and guided only by their personal lusts, fear, human laws, and, above all, by mutual hypnotism,|and guided only by their personal lusts, fear, human laws, and, above all, by mutual hypnotism,
barnes07_054|cannot cease to be animals or slaves,|cannot cease to be animals or slaves,
barnes07_055|and no external efforts can extricate them from this state;|and no external efforts can extricate them from this state;
barnes07_056|for only religion makes a man free.|for only religion makes a man free.
barnes07_057|And most of the people of our time,|And most of the people of our time,
barnes07_058|are deprived of it.|are deprived of it.
barnes08_001|But, in order to abolish the evil from which we are suffering,|But, in order to abolish the evil from which we are suffering,
barnes08_002|those will say who are preoccupied by various practical activities,|those will say who are preoccupied by various practical activities,
barnes08_003|it would be necessary that not a few men only, but all men, should bethink themselves,|it would be necessary that not a few men only, but all men, should bethink themselves,
barnes08_004|and that, having done so, they should uniformly understand the destination of their lives,|and that, having done so, they should uniformly understand the destination of their lives,
barnes08_005|in the fulfilment of the will of God and in the service of one's neighbor.|in the fulfilment of the will of God and in the service of one's neighbor.
barnes08_006|Is this possible?|Is this possible?
barnes08_007|Not only possible, do I answer,|Not only possible, do I answer,
barnes08_008|but it is impossible that this should not take place.|but it is impossible that this should not take place.
barnes08_009|It is impossible for men not to bethink themselves,|It is impossible for men not to bethink themselves,
barnes08_010|that is impossible that each man should not put to himself the question as to who he is and wherefore he lives;|that is impossible that each man should not put to himself the question as to who he is and wherefore he lives;
barnes08_011|for man, as a rational being,|for man, as a rational being,
barnes08_012|cannot live without seeking to know why he lives,|cannot live without seeking to know why he lives,
barnes08_013|and he has always put to himself this question, and always, according to the degree of his development, has answered it in his religious teaching.|and he has always put to himself this question, and always, according to the degree of his development, has answered it in his religious teaching.
barnes08_014|In our time,|In our time,
barnes08_015|this inner contradiction in which men feel themselves|this inner contradiction in which men feel themselves
barnes08_016|elicits this question with special insistence, and demands an answer.|elicits this question with special insistence, and demands an answer.
barnes08_017|It is impossible for men of our time to answer this question otherwise than by recognizing the law of life in love to men and in the service of them,|It is impossible for men of our time to answer this question otherwise than by recognizing the law of life in love to men and in the service of them,
barnes08_018|this being for our time the only rational answer as to the meaning of human life;|this being for our time the only rational answer as to the meaning of human life;
barnes08_019|and this answer nineteen hundred years ago has been expressed in the Christian religion,|and this answer nineteen hundred years ago has been expressed in the Christian religion,
barnes08_020|and is likewise known to the vast majority of all mankind.|and is likewise known to the vast majority of all mankind.
barnes08_021|This answer in a latent state lives in the consciousness of all men of the Christian world of our time;|This answer in a latent state lives in the consciousness of all men of the Christian world of our time;
barnes08_022|but it does not openly express itself and serve as guidance for our life,|but it does not openly express itself and serve as guidance for our life,
barnes08_023|only because, on the one hand, those who enjoy the greatest authority, so-called scientists, being under the coarse error that religion is a temporary and outgrown step in the development of mankind and that men can live without religion,|only because, on the one hand, those who enjoy the greatest authority, so-called scientists, being under the coarse error that religion is a temporary and outgrown step in the development of mankind and that men can live without religion,
barnes08_024|inculcate this error to those of the masses who are beginning to be educated;|inculcate this error to those of the masses who are beginning to be educated;
barnes08_025|and, on the other hand,|and, on the other hand,
barnes08_026|because those in power, sometimes consciously, but often unconsciously (being under the error that the Church faith is Christian religion),|because those in power, sometimes consciously, but often unconsciously (being under the error that the Church faith is Christian religion),
barnes08_027|endeavor to support and excite in the people crude superstitions given out as the Christian religion.|endeavor to support and excite in the people crude superstitions given out as the Christian religion.
barnes08_028|If only these two deceptions were to be destroyed, then true religion, already latent in men of our time, would become evident and obligatory.|If only these two deceptions were to be destroyed, then true religion, already latent in men of our time, would become evident and obligatory.
barnes08_029|To bring this about it is necessary that, on the one hand, men of science should understand that the principle of the brotherhood of all men and the rule of not doing unto others what one does not wish for oneself,|To bring this about it is necessary that, on the one hand, men of science should understand that the principle of the brotherhood of all men and the rule of not doing unto others what one does not wish for oneself,
barnes08_030|is not one casual idea out of a multitude of human theories,|is not one casual idea out of a multitude of human theories,
barnes08_031|which can be subordinated to any other considerations,|which can be subordinated to any other considerations,
barnes08_032|but is an incontestable principle,|but is an incontestable principle,
barnes08_033|standing higher than the rest,|standing higher than the rest,
barnes08_034|and flowing from the changeless relation of man to that which is eternal, to God,|and flowing from the changeless relation of man to that which is eternal, to God,
barnes08_035|and is religion, all religion,|and is religion, all religion,
barnes08_036|and, therefore, always obligatory.|and, therefore, always obligatory.
barnes08_037|On the other hand,|On the other hand,
barnes08_038|it is necessary that those who consciously or unconsciously preach crude superstitions under the guise of Christianity,|it is necessary that those who consciously or unconsciously preach crude superstitions under the guise of Christianity,
barnes08_039|should understand that all these dogmas, sacraments, and rites which they support and preach,|should understand that all these dogmas, sacraments, and rites which they support and preach,
barnes08_040|are not only, as they think, harmless,|are not only, as they think, harmless,
barnes08_041|but are in the highest degree pernicious,|but are in the highest degree pernicious,
barnes08_042|concealing from men that central religious truth which is expressed in the fulfilment of God's will,|concealing from men that central religious truth which is expressed in the fulfilment of God's will,
barnes08_043|in the service of men,|in the service of men,
barnes08_044|and that the rule of acting toward others as one would wish others to act toward oneself,|and that the rule of acting toward others as one would wish others to act toward oneself,
barnes08_045|is not merely one of the prescriptions of the Christian religion,|is not merely one of the prescriptions of the Christian religion,
barnes08_046|but is the whole of practical religion,|but is the whole of practical religion,
barnes08_047|as indeed is stated in the Gospels.|as indeed is stated in the Gospels.
barnes08_048|To bring about that men of our time should uniformly place before themselves the question of the meaning of life, and uniformly answer it,|To bring about that men of our time should uniformly place before themselves the question of the meaning of life, and uniformly answer it,
barnes08_049|it is only necessary that those who regard themselves as enlightened,|it is only necessary that those who regard themselves as enlightened,
barnes08_050|should cease to think and to inculcate to other generations,|should cease to think and to inculcate to other generations,
barnes08_051|that religion is atavism,|that religion is atavism,
barnes08_052|the survival of a past wild state,|the survival of a past wild state,
barnes08_053|and that for the good life of men the spreading of education is sufficient,|and that for the good life of men the spreading of education is sufficient,
barnes08_054|that is the spread of the most varied knowledge which is in some way to bring men to justice and to a moral life.|that is the spread of the most varied knowledge which is in some way to bring men to justice and to a moral life.
barnes08_055|These men should understand instead,|These men should understand instead,
barnes08_056|that for the good life of humanity religion is vital,|that for the good life of humanity religion is vital,
barnes08_057|and that this religion already exists and lives in the consciousness of the men of our time.|and that this religion already exists and lives in the consciousness of the men of our time.
barnes08_058|Men who are intentionally and unintentionally stupefying the people by church superstitions,|Men who are intentionally and unintentionally stupefying the people by church superstitions,
barnes08_059|should cease to do so,|should cease to do so,
barnes08_060|and recognize that what is important and binding in Christianity is not baptism, nor Communion, nor profession of dogmas, et cetera,|and recognize that what is important and binding in Christianity is not baptism, nor Communion, nor profession of dogmas, et cetera,
barnes08_061|but only love to God and to one's neighbor,|but only love to God and to one's neighbor,
barnes08_062|and the fulfilling of the commandment of acting toward others as one wishes others to act toward oneself|and the fulfilling of the commandment of acting toward others as one wishes others to act toward oneself
barnes08_063|and that in this lies all the law and the prophets.|and that in this lies all the law and the prophets.
barnes08_064|If only both pseudo-Christians and men of science,|If only both pseudo-Christians and men of science,
barnes08_065|understood and preached to children and to the uneducated,|understood and preached to children and to the uneducated,
barnes08_066|these simple, clear, and necessary truths,|these simple, clear, and necessary truths,
